,carat,depth,table,price,x,y,z
49130,0.56,61.0,57.0,2066,5.35,5.28,3.24
51589,0.72,61.3,56.0,2393,5.77,5.75,3.53
5303,1.01,63.4,58.0,3801,6.43,6.34,4.05
31181,0.32,60.8,57.0,756,4.44,4.41,2.69
34857,0.3,62.6,58.0,878,4.29,4.27,2.68
49573,0.59,61.0,57.0,2131,5.44,5.41,3.31
35317,0.4,61.8,57.0,896,4.75,4.77,2.94
38275,0.21,59.6,56.0,386,3.93,3.89,2.33
37442,0.51,63.1,56.0,984,5.1,5.13,3.23
35662,0.48,55.2,60.0,907,5.29,5.25,2.91
1271,0.72,63.0,56.0,2949,5.66,5.73,3.59
1215,0.77,59.5,60.0,2939,6.01,5.95,3.56
11502,0.71,61.7,56.0,5019,5.73,5.77,3.55
29642,0.35,62.1,60.0,706,4.45,4.51,2.78
28531,0.33,62.0,54.0,675,4.46,4.48,2.77
10572,1.02,62.5,59.0,4818,6.38,6.43,4.0
15669,1.0,57.3,64.0,6285,6.59,6.46,3.79
30414,0.32,61.8,55.0,730,4.41,4.43,2.73
12533,1.12,61.6,59.0,5266,6.63,6.67,4.1
23794,1.52,58.4,59.0,11853,7.55,7.52,4.4
15139,1.43,66.0,57.0,6086,7.02,7.0,4.63
42283,0.36,60.7,58.0,505,4.62,4.64,2.81
7233,1.01,60.2,59.0,4194,6.48,6.51,3.91
26822,2.17,62.1,57.0,16716,8.26,8.32,5.15
34123,0.31,60.5,61.0,853,4.39,4.4,2.66
9769,1.11,62.7,57.0,4662,6.66,6.59,4.14
8441,1.05,61.2,57.0,4410,6.62,6.55,4.03
27578,1.54,60.3,57.0,18416,7.49,7.56,4.54
49134,0.56,61.9,57.0,2066,5.3,5.26,3.27
35626,0.3,63.5,58.0,473,4.24,4.27,2.7
27195,2.01,65.0,57.0,17497,7.85,7.99,5.15
50319,0.7,62.0,54.1,2240,5.7,5.73,3.55
50188,0.55,60.6,56.0,2224,5.3,5.36,3.23
48824,0.71,64.2,58.0,2028,5.52,5.57,3.56
37982,0.39,62.6,55.0,1008,4.66,4.69,2.93
25961,2.01,64.1,57.0,15145,7.89,7.94,5.07
27672,2.67,63.8,58.0,18686,8.69,8.64,5.54
29813,0.3,62.5,59.0,709,4.28,4.26,2.67
16520,1.0,62.1,59.0,6600,6.34,6.38,3.95
45596,0.53,62.1,54.6,1690,5.19,5.21,3.23
19885,1.2,62.3,56.0,8436,6.79,6.82,4.24
17984,1.07,61.9,55.0,7275,6.55,6.57,4.06
40658,0.5,59.5,59.0,1154,5.16,5.19,3.08
20493,1.51,60.9,59.0,8828,7.42,7.33,4.49
16188,1.31,62.4,56.0,6470,6.98,6.9,4.33
28095,0.31,60.7,58.0,663,4.38,4.35,2.65
41633,0.32,62.9,56.0,504,4.4,4.37,2.76
4525,0.91,62.4,57.0,3635,6.18,6.23,3.87
37675,0.7,65.4,59.0,992,5.6,5.49,3.63
28548,0.3,60.1,63.0,675,4.31,4.28,2.58
26211,1.59,60.2,60.0,15602,7.62,7.59,4.58
164,0.79,61.9,55.0,2771,5.97,5.92,3.68
49971,0.29,61.2,56.0,541,4.26,4.29,2.61
38962,0.31,62.4,55.0,489,4.33,4.36,2.71
46062,0.7,63.0,56.0,1735,5.61,5.66,3.55
33076,0.26,61.7,56.0,814,4.11,4.09,2.53
45830,0.71,61.0,57.0,1713,5.78,5.8,3.53
12471,1.25,62.5,59.0,5250,6.89,6.81,4.28
43787,0.56,58.8,59.0,1441,5.4,5.38,3.17
53309,0.3,62.5,60.0,552,4.24,4.27,2.66
14844,1.02,62.6,59.0,5978,6.39,6.43,4.01
30638,0.41,62.3,56.0,735,4.74,4.79,2.97
48385,0.5,62.2,56.0,1966,5.1,5.12,3.18
7134,1.01,61.9,55.0,4174,6.5,6.43,4.01
7918,0.9,64.2,59.0,4315,6.02,6.1,3.89
48996,0.71,62.3,61.0,2049,5.65,5.61,3.51
18163,1.12,62.1,55.0,7364,6.64,6.67,4.13
38226,0.4,61.4,57.0,1017,4.74,4.81,2.93
12841,1.21,61.6,58.0,5353,6.89,6.84,4.23
4364,0.9,62.3,64.0,3605,6.1,6.13,3.81
35426,0.32,61.7,56.0,900,4.44,4.41,2.73
32123,0.47,62.4,55.0,784,4.96,5.01,3.11
15963,1.22,62.1,56.0,6388,6.87,6.81,4.25
503,0.7,59.7,58.0,2822,5.82,5.77,3.46
25646,1.51,62.2,58.0,14542,7.29,7.35,4.55
3386,0.31,61.8,59.0,408,4.31,4.33,2.67
20952,1.07,61.9,56.0,9169,6.6,6.62,4.09
510,0.79,62.8,59.0,2823,5.86,5.9,3.69
34476,0.38,60.1,56.0,866,4.69,4.72,2.83
41518,0.55,58.5,62.2,1235,5.39,5.4,3.16
11404,1.24,61.8,57.0,5000,6.92,6.86,4.26
34576,0.31,61.7,55.0,871,4.37,4.39,2.7
35061,0.34,61.2,56.0,885,4.5,4.52,2.76
51231,0.56,60.0,55.0,2352,5.43,5.4,3.25
1141,0.71,63.7,58.0,2922,5.6,5.64,3.58
43794,0.7,64.3,56.0,1442,5.62,5.57,3.6
30609,0.3,62.8,56.0,447,4.28,4.32,2.7
35748,0.3,62.5,58.0,911,4.29,4.26,2.67
49364,0.72,61.4,57.0,2099,5.76,5.8,3.55
6540,1.01,61.8,58.0,4072,6.45,6.37,3.96
44869,0.63,61.7,54.0,1628,5.52,5.56,3.42
41772,0.45,60.7,60.4,1246,4.94,4.98,3.01
44648,0.28,61.1,56.0,522,4.25,4.27,2.6
15962,1.09,60.9,56.0,6388,6.67,6.7,4.07
42406,0.57,59.3,58.0,1309,5.46,5.4,3.22
50017,0.7,62.3,58.0,2196,5.67,5.72,3.55
15333,1.02,61.3,56.0,6157,6.48,6.53,3.99
29076,0.41,61.7,54.0,688,4.78,4.81,2.96
9670,1.11,62.3,56.0,4645,6.59,6.64,4.12
14843,1.02,63.1,57.0,5977,6.38,6.44,4.04
40302,0.4,61.6,56.0,1125,4.78,4.73,2.93
32303,0.35,64.0,55.0,454,4.45,4.49,2.86
12897,1.07,62.0,53.0,5373,6.61,6.62,4.1
43530,0.43,61.7,55.0,1426,4.86,4.87,3.0
24471,1.51,59.6,58.0,12738,7.51,7.48,4.47
15473,1.0,60.3,58.0,6196,6.44,6.49,3.9
50551,0.7,62.1,58.0,2276,5.63,5.68,3.51
33578,0.38,62.5,53.4,832,4.63,4.66,2.9
23581,1.52,62.0,58.0,11595,7.37,7.4,4.58
32251,0.36,61.3,60.0,789,4.55,4.59,2.8
41184,0.4,59.9,57.0,1200,4.82,4.77,2.87
35348,0.38,61.2,59.0,898,4.67,4.64,2.85
46204,0.5,62.0,56.0,1750,5.09,5.11,3.16
23487,1.5,60.5,59.0,11489,7.44,7.39,4.49
26715,0.32,62.2,55.0,645,4.35,4.37,2.71
15417,1.49,62.6,54.0,6175,7.31,7.28,4.57
33428,0.32,60.5,56.0,828,4.44,4.42,2.68
27937,0.25,60.1,56.0,430,4.11,4.13,2.48
12400,1.12,60.5,59.0,5233,6.72,6.76,4.08
51825,0.64,60.5,57.0,2420,5.58,5.62,3.39
39942,0.23,59.9,58.0,492,3.98,4.03,2.4
7771,1.02,60.9,58.0,4284,6.43,6.55,3.95
20534,1.56,60.5,58.0,8858,7.53,7.45,4.53
35171,0.31,61.0,56.0,891,4.38,4.41,2.68
47548,0.52,61.2,57.0,1872,5.2,5.16,3.17
33460,0.32,61.8,60.0,828,4.36,4.35,2.69
12161,1.12,62.4,54.0,5178,6.65,6.68,4.16
11904,1.0,62.9,57.0,5121,6.31,6.35,3.98
2675,0.7,60.6,58.0,3239,5.73,5.75,3.48
49543,0.7,63.1,56.0,2127,5.63,5.66,3.56
11460,1.0,61.1,59.9,5009,6.37,6.41,3.9
34709,0.38,61.0,56.0,874,4.7,4.73,2.87
38467,0.41,60.7,59.0,1030,4.79,4.77,2.9
2742,0.61,61.1,57.0,3248,5.47,5.49,3.34
31809,0.43,61.0,57.0,774,4.85,4.88,2.97
21818,1.31,61.5,59.0,9891,7.0,7.06,4.32
27836,0.39,61.5,55.0,651,4.7,4.73,2.9
10258,1.01,64.5,60.0,4751,6.3,6.25,4.05
33620,0.27,62.3,54.0,463,4.17,4.21,2.61
49360,0.55,60.1,56.0,2098,5.33,5.38,3.22
42299,0.32,62.7,54.0,505,4.39,4.41,2.76
11007,0.97,61.0,61.0,4915,6.32,6.28,3.84
43502,0.43,62.1,55.0,1422,4.85,4.81,3.0
31507,0.34,62.0,59.0,765,4.47,4.43,2.76
25154,2.29,61.8,56.4,13726,8.4,8.5,5.23
36770,0.34,62.1,57.0,956,4.47,4.45,2.77
1000,0.75,62.3,55.0,2898,5.83,5.8,3.62
1934,0.61,62.2,56.0,3084,5.43,5.47,3.39
51287,0.71,62.2,55.0,2360,5.72,5.7,3.55
36838,0.37,61.4,58.0,957,4.61,4.58,2.82
18743,1.34,62.4,54.0,7659,7.05,7.08,4.41
29049,0.4,61.0,59.0,687,4.71,4.74,2.88
1587,0.71,63.7,58.0,3009,5.63,5.68,3.6
24030,0.35,61.0,57.0,633,4.54,4.57,2.78
11585,1.2,63.1,59.0,5040,6.7,6.67,4.22
1146,0.72,63.0,57.0,2923,5.69,5.73,3.6
51701,0.7,62.9,56.0,2400,5.66,5.73,3.58
28245,0.33,61.9,57.0,666,4.41,4.44,2.74
36448,0.31,62.3,55.0,942,4.37,4.33,2.71
53611,0.35,59.6,62.0,552,4.57,4.62,2.74
14555,1.2,61.5,57.0,5880,6.8,6.75,4.17
24541,2.01,60.5,58.0,12829,8.2,8.06,4.92
24057,0.26,60.9,59.0,635,4.09,4.12,2.5
16559,1.31,62.1,56.0,6617,7.01,7.04,4.36
20318,1.22,62.6,56.0,8733,6.8,6.78,4.25
31729,0.31,60.8,56.0,772,4.41,4.43,2.69
31094,0.36,61.7,56.0,753,4.56,4.58,2.82
26191,1.75,61.4,60.0,15544,7.76,7.8,4.78
9974,1.16,62.2,59.0,4702,6.74,6.69,4.18
1125,0.72,60.5,57.0,2919,5.8,5.83,3.52
15006,1.13,62.0,57.0,6045,6.61,6.69,4.12
23935,1.26,61.4,55.0,12066,6.96,6.99,4.29
11223,1.2,62.6,57.0,4963,6.72,6.8,4.23
199,0.72,61.8,61.0,2777,5.82,5.71,3.56
26298,1.7,59.0,58.0,15797,7.8,7.85,4.62
41378,0.41,61.4,57.0,1221,4.77,4.8,2.94
28077,0.4,61.8,55.0,662,4.76,4.79,2.95
46926,0.52,62.7,57.0,1815,5.15,5.12,3.22
37831,0.33,61.8,56.0,1002,4.44,4.4,2.73
32285,0.31,61.8,54.0,453,4.38,4.39,2.71
17459,1.01,65.9,54.0,7001,6.18,6.27,4.1
17650,1.08,61.9,55.0,7110,6.58,6.64,4.09
47077,0.52,61.8,57.0,1822,5.16,5.2,3.2
20881,1.5,62.4,57.0,9104,7.29,7.33,4.56
12720,1.24,61.0,59.0,5311,6.93,6.97,4.24
53242,0.71,57.5,61.0,2644,5.91,5.96,3.41
3566,0.8,60.6,63.0,3419,5.94,5.9,3.59
14067,0.3,62.6,57.0,605,4.27,4.29,2.68
32195,0.35,59.7,60.0,788,4.58,4.53,2.72
49855,0.67,60.6,61.0,2171,5.65,5.61,3.41
36293,0.32,61.1,56.0,477,4.39,4.41,2.69
26758,1.57,62.3,57.0,16570,7.39,7.44,4.62
39367,0.36,62.5,60.0,1074,4.49,4.53,2.82
5194,1.06,61.4,57.0,3777,6.57,6.63,4.05
25641,1.54,62.0,56.0,14529,7.46,7.43,4.61
10521,1.04,61.4,56.0,4804,6.5,6.56,4.01
38465,0.35,60.7,55.0,1030,4.56,4.6,2.78
2340,0.83,62.3,58.0,3171,5.97,6.01,3.73
38139,0.3,62.8,58.0,1013,4.3,4.27,2.69
33937,0.3,61.8,56.0,464,4.31,4.33,2.67
44857,0.51,63.3,57.0,1627,5.06,5.09,3.21
35945,0.3,60.2,56.0,475,4.36,4.41,2.64
21981,1.52,62.3,58.0,10051,7.32,7.28,4.55
41614,0.24,61.7,56.0,504,3.98,4.02,2.46
19647,1.52,62.0,59.0,8258,7.36,7.34,4.56
14780,1.03,61.2,54.0,5948,6.53,6.61,4.02
45004,0.54,63.1,58.0,1637,5.13,5.21,3.26
46353,0.61,59.0,57.0,1759,5.54,5.57,3.28
7421,1.02,62.7,58.0,4227,6.44,6.41,4.03
40387,0.42,61.8,56.0,1132,4.82,4.86,2.99
31312,0.32,62.2,55.0,758,4.37,4.41,2.73
31060,0.38,62.7,58.0,752,4.56,4.6,2.87
5392,0.3,60.9,58.0,574,4.32,4.29,2.62
15922,1.01,62.3,60.0,6368,6.35,6.49,4.0
52090,0.71,62.3,60.0,2458,5.68,5.65,3.53
34905,0.34,61.2,59.0,880,4.53,4.49,2.76
42090,0.55,62.0,56.0,1273,5.27,5.22,3.25
28936,0.3,63.2,59.0,684,4.27,4.28,2.7
20342,1.21,63.6,56.0,8741,6.8,6.72,4.3
31658,0.38,62.0,54.5,768,4.66,4.69,2.9
34989,0.34,61.6,55.0,881,4.54,4.48,2.78
29465,0.32,62.0,57.0,702,4.39,4.41,2.73
47896,0.72,62.2,59.9,1914,5.67,5.69,3.53
39165,0.44,60.6,58.0,1063,4.96,4.9,2.99
28851,0.41,61.0,56.0,683,4.78,4.83,2.93
6690,0.31,60.3,59.0,408,4.35,4.37,2.63
7712,0.33,59.2,58.0,579,4.5,4.55,2.68
38665,0.33,62.3,55.0,1040,4.44,4.42,2.76
41910,0.47,61.7,56.0,1261,5.01,4.98,3.08
271,0.7,62.9,57.0,2793,5.66,5.69,3.57
12561,1.24,60.4,59.0,5277,6.99,6.92,4.2
12096,1.08,61.3,55.0,5164,6.59,6.62,4.05
25908,2.0,62.8,56.0,15043,8.04,7.95,5.02
29866,0.3,61.7,55.0,710,4.33,4.36,2.68
19905,1.03,62.4,57.0,8454,6.39,6.47,4.01
27305,2.01,63.9,60.0,17804,7.81,7.75,4.97
28079,0.4,62.5,53.0,662,4.74,4.79,2.98
44723,0.48,61.9,55.0,1615,5.02,5.06,3.12
30145,0.32,61.9,56.0,720,4.43,4.39,2.73
44301,0.53,63.2,58.0,1578,5.13,5.16,3.25
22832,1.51,62.3,61.0,10866,7.29,7.22,4.52
53570,0.7,60.9,59.0,2697,5.71,5.68,3.47
32963,0.3,62.5,57.0,461,4.27,4.31,2.68
31198,0.32,62.4,55.0,756,4.38,4.34,2.72
6300,1.14,62.3,56.0,4022,6.73,6.66,4.17
19086,1.02,62.1,59.0,7861,6.36,6.39,3.96
53248,0.7,62.5,56.0,2644,5.7,5.63,3.54
30482,0.31,60.0,61.0,732,4.43,4.41,2.65
25754,2.09,63.0,57.0,14704,8.09,8.13,5.11
45071,0.59,64.9,57.0,1643,5.2,5.25,3.39
4560,0.93,60.8,62.0,3644,6.29,6.34,3.84
35231,0.58,65.8,56.0,893,5.23,5.12,3.41
2886,0.71,62.3,55.0,3281,5.74,5.76,3.58
6876,1.01,64.9,56.0,4129,6.33,6.25,4.08
12482,1.06,62.0,56.0,5253,6.55,6.52,4.05
32429,0.33,61.7,55.0,792,4.45,4.47,2.75
19493,1.23,61.1,57.0,8128,6.96,6.91,4.24
24890,2.0,63.2,54.0,13320,7.97,7.88,5.01
34267,0.29,62.2,54.0,466,4.23,4.26,2.64
7458,0.9,62.4,58.0,4234,6.19,6.15,3.85
14680,1.27,63.3,63.0,5923,6.82,6.87,4.33
41368,0.4,61.2,57.0,1220,4.77,4.79,2.92
48929,0.74,61.4,57.0,2042,5.83,5.79,3.57
49601,0.6,62.3,53.8,2137,5.41,5.45,3.38
53577,0.7,60.6,64.0,2697,5.77,5.62,3.45
5691,1.01,63.9,58.0,3888,6.32,6.35,4.05
29075,0.4,61.8,53.0,688,4.77,4.74,2.94
27907,0.26,61.4,56.0,657,4.14,4.17,2.55
10030,0.3,64.8,58.0,416,4.24,4.16,2.72
1218,0.72,62.4,57.0,2939,5.71,5.74,3.57
13063,1.16,65.8,58.0,5411,6.54,6.46,4.28
29929,0.5,63.8,58.0,713,5.08,4.97,3.21
51220,0.7,60.1,59.0,2352,5.8,5.72,3.46
21502,1.7,59.8,59.0,9596,7.76,7.66,4.61
19975,1.23,61.3,57.0,8523,6.86,6.93,4.23
45683,0.5,61.2,56.0,1695,5.13,5.17,3.15
25389,2.03,60.5,57.0,14083,8.26,8.2,4.98
20861,1.54,60.3,60.0,9081,7.47,7.45,4.5
11711,0.4,60.9,62.0,596,4.73,4.76,2.89
19648,1.51,65.8,62.0,8260,7.1,7.06,4.66
11371,0.34,62.2,55.0,596,4.45,4.49,2.78
1496,0.7,62.8,56.0,2992,5.66,5.68,3.56
31476,0.34,62.2,58.0,765,4.48,4.43,2.77
27347,1.74,62.4,58.0,17904,7.71,7.61,4.78
43499,0.47,59.5,61.0,1422,5.06,5.03,3.02
42118,0.5,63.0,61.0,1279,5.03,5.07,3.18
52505,0.68,61.7,55.0,2526,5.71,5.66,3.51
50126,0.47,60.6,60.0,2211,5.09,4.98,3.05
13319,1.01,62.9,58.0,5499,6.35,6.41,4.01
14842,1.24,62.4,57.0,5976,6.89,6.87,4.29
47891,0.54,61.6,55.0,1913,5.28,5.24,3.24
44030,0.51,62.4,58.0,1546,5.12,5.11,3.19
49269,0.72,62.1,55.3,2089,5.72,5.74,3.56
13815,1.01,62.6,57.0,5628,6.14,6.22,3.87
14040,0.31,61.1,58.1,605,4.33,4.37,2.66
27115,2.0,61.1,58.0,17278,8.08,8.11,4.95
2051,0.32,61.7,61.0,561,4.38,4.43,2.72
47764,0.58,62.6,56.0,1893,5.33,5.27,3.32
7240,1.0,60.0,62.0,4195,6.45,6.48,3.88
1153,0.77,60.2,56.0,2923,5.98,6.04,3.62
17589,1.2,62.6,56.0,7080,6.7,6.74,4.21
2582,0.92,61.1,57.0,3215,6.31,6.22,3.83
35376,0.41,60.5,57.0,899,4.81,4.85,2.92
44314,0.33,61.2,56.0,521,4.44,4.46,2.72
16309,1.11,61.1,59.0,6527,6.66,6.63,4.06
43176,0.5,56.4,62.0,1390,5.31,5.22,2.97
4216,1.0,60.0,60.0,3568,6.47,6.42,3.87
25954,1.4,60.8,57.0,15134,7.21,7.23,4.39
43967,0.34,62.4,57.0,517,4.46,4.48,2.79
15477,1.23,59.3,59.0,6199,7.13,6.97,4.18
48940,0.52,59.2,58.0,2045,5.28,5.31,3.14
42503,0.55,62.1,56.0,1321,5.28,5.22,3.26
24095,1.91,59.5,68.0,12244,8.1,7.91,4.78
22669,1.28,62.1,58.0,10716,6.96,6.91,4.31
709,0.73,62.5,57.0,2855,5.7,5.75,3.58
38232,0.4,62.7,59.0,1017,4.74,4.7,2.96
10501,1.0,65.4,59.0,4798,6.27,6.2,4.08
50852,0.7,61.4,59.0,2312,5.67,5.7,3.49
25924,1.01,63.2,59.0,15081,6.34,6.38,4.02
17004,1.53,58.5,59.0,6788,7.52,7.49,4.39
10567,0.91,60.2,58.0,4816,6.31,6.28,3.79
45741,0.5,61.5,57.0,1700,5.08,5.1,3.13
32433,0.43,61.8,56.0,792,4.84,4.87,3.0
12069,1.02,60.7,59.0,5155,6.49,6.55,3.96
8997,1.0,62.5,55.0,4511,6.41,6.36,4.0
53836,0.85,60.5,60.0,2737,6.11,6.06,3.68
37887,0.47,62.0,54.0,1006,4.99,5.01,3.1
5988,0.8,61.3,55.0,3954,5.93,6.01,3.66
15534,1.05,59.7,57.0,6224,6.63,6.71,3.98
30429,0.32,61.9,57.0,730,4.38,4.41,2.72
6189,0.85,63.6,56.0,3997,5.97,6.01,3.81
41048,0.44,60.9,56.0,1188,4.88,4.94,2.99
39516,0.32,60.8,57.0,1080,4.46,4.42,2.7
22001,1.31,61.5,59.0,10071,7.06,7.0,4.32
5986,0.8,61.6,54.0,3953,5.95,5.99,3.68
21089,1.14,61.6,57.0,9259,6.71,6.76,4.15
36252,0.41,63.5,54.0,935,4.71,4.74,3.0
10482,1.25,60.0,57.0,4795,7.07,7.02,4.23
48490,0.67,63.4,59.0,1981,5.53,5.57,3.52
21856,1.0,63.0,59.0,9918,6.38,6.35,4.01
34536,0.33,61.7,57.0,868,4.41,4.44,2.73
13282,1.08,61.0,59.0,5487,6.67,6.57,4.04
15372,0.27,61.2,60.0,606,4.16,4.17,2.55
14124,0.99,62.8,57.0,5728,6.3,6.38,3.98
26645,2.18,62.2,55.0,16427,8.32,8.36,5.19
43450,0.5,63.3,58.0,1415,5.03,4.99,3.17
22577,1.51,63.5,60.0,10628,7.24,7.27,4.61
23141,1.51,61.8,59.0,11161,7.27,7.32,4.51
46110,0.59,62.8,57.0,1743,5.32,5.38,3.36
49539,0.72,61.7,58.0,2125,5.79,5.74,3.56
1267,0.9,66.4,60.0,2948,5.92,5.86,3.91
46788,0.5,58.2,61.0,1806,5.19,5.22,3.03
6401,1.03,67.0,61.0,4038,6.25,6.17,4.16
45724,0.6,60.0,57.0,1698,5.52,5.48,3.3
32567,0.38,60.5,59.0,800,4.67,4.72,2.84
19302,1.15,62.7,58.0,8018,6.72,6.67,4.2
13721,0.41,62.6,57.0,603,4.68,4.77,2.96
46082,0.5,62.6,59.0,1738,5.03,5.06,3.16
6982,1.03,61.7,54.0,4153,6.56,6.5,4.03
44929,0.5,63.2,60.0,1632,5.04,5.02,3.18
15329,1.0,62.5,54.0,6154,6.33,6.3,3.95
40044,0.52,62.0,59.0,1112,5.18,5.15,3.2
24603,1.75,63.8,57.0,12918,7.63,7.53,4.84
34901,0.33,61.8,53.0,880,4.48,4.51,2.78
5994,1.11,61.2,61.0,3956,6.65,6.69,4.08
3504,0.78,60.6,57.0,3401,5.95,6.0,3.62
17789,1.0,61.3,58.0,7168,6.41,6.38,3.92
34196,0.33,61.9,55.0,854,4.46,4.43,2.75
25297,1.25,60.3,58.0,13953,6.96,7.03,4.22
4578,0.73,61.7,57.0,3649,5.77,5.8,3.57
2445,0.9,63.4,56.0,3187,6.15,5.99,3.85
31005,0.39,61.3,54.0,748,4.73,4.77,2.91
21841,1.04,61.0,57.0,9901,6.61,6.57,4.02
14473,1.17,62.7,57.0,5842,6.7,6.72,4.21
15800,1.31,61.9,59.0,6323,7.02,6.98,4.33
40711,0.62,61.0,62.0,1159,5.47,5.42,3.32
21606,1.77,61.3,59.0,9704,7.83,7.71,4.76
52608,0.7,62.5,59.0,2545,5.69,5.73,3.57
9305,1.0,62.4,58.0,4574,6.37,6.42,3.99
53578,0.7,64.4,53.0,2697,5.61,5.57,3.6
28827,0.41,61.9,58.0,683,4.71,4.73,2.92
26720,0.32,61.0,61.0,645,4.38,4.41,2.68
7673,1.09,61.7,59.0,4273,6.59,6.53,4.05
51524,0.72,62.7,54.0,2386,5.74,5.8,3.62
10444,1.0,57.5,62.0,4788,6.51,6.47,3.73
49311,0.34,61.9,55.0,540,4.5,4.52,2.79
15624,1.01,61.4,59.0,6270,6.37,6.43,3.93
1863,0.78,62.7,55.0,3067,5.87,5.9,3.69
19421,1.51,62.8,60.0,8074,7.26,7.22,4.55
34389,0.41,61.8,56.0,863,4.78,4.8,2.96
26307,1.76,60.5,58.0,15805,7.93,7.84,4.77
35169,0.31,61.9,55.0,891,4.35,4.38,2.7
1776,0.72,57.9,60.0,3048,5.97,5.91,3.44
5638,0.9,61.0,60.0,3879,6.17,6.12,3.75
9171,1.0,59.5,62.0,4543,6.49,6.52,3.87
19685,0.32,58.9,63.0,624,4.46,4.4,2.61
17635,1.03,63.3,57.0,7102,6.39,6.44,4.06
3666,1.22,63.5,58.0,3443,6.8,6.75,4.3
38992,0.39,59.5,58.0,1054,4.74,4.77,2.83
26170,1.53,61.0,55.0,15505,7.5,7.44,4.56
22407,1.75,62.2,59.0,10429,7.7,7.74,4.8
2852,0.8,60.9,57.0,3273,5.98,6.02,3.65
17077,1.06,61.3,57.0,6809,6.56,6.58,4.03
31520,0.34,61.0,57.0,765,4.51,4.48,2.74
49111,0.57,61.4,55.0,2065,5.38,5.39,3.3
37372,0.4,61.4,58.0,982,4.73,4.75,2.91
35988,0.42,62.5,54.0,921,4.79,4.84,3.01
8153,1.06,62.2,61.0,4357,6.47,6.53,4.04
25049,0.38,60.0,59.0,641,4.71,4.69,2.82
52176,0.7,61.4,64.0,2475,5.73,5.61,3.48
28945,0.3,63.1,56.0,684,4.2,4.23,2.66
16900,1.5,60.9,62.0,6746,7.3,7.32,4.45
13321,1.0,61.6,59.0,5500,6.38,6.41,3.94
42208,0.52,63.6,57.0,1289,5.05,5.1,3.23
46977,0.23,61.2,58.0,530,3.96,3.98,2.43
2913,0.94,68.4,53.0,3285,6.05,5.97,4.11
209,0.74,61.7,56.0,2779,5.84,5.8,3.59
2134,0.71,61.8,56.2,3123,5.7,5.75,3.53
37373,0.4,60.3,60.0,982,4.77,4.81,2.89
42057,0.56,62.3,53.0,1270,5.28,5.31,3.3
31444,0.34,60.3,54.0,765,4.56,4.53,2.74
50827,0.73,61.6,58.0,2309,5.79,5.73,3.55
30327,0.36,61.4,58.0,726,4.56,4.6,2.81
15815,2.14,66.4,56.0,6328,8.0,7.92,5.29
24583,1.42,62.6,60.0,12891,7.14,7.17,4.48
24719,0.31,61.1,56.0,640,4.35,4.39,2.67
22067,1.56,62.4,60.0,10090,7.41,7.36,4.61
6054,0.32,62.5,57.0,576,4.39,4.35,2.73
41681,0.54,61.0,58.0,1240,5.27,5.23,3.2
44905,0.54,61.6,59.0,1630,5.22,5.24,3.22
15792,1.26,62.1,57.0,6320,6.88,6.94,4.29
38314,0.44,56.9,61.0,1018,5.12,5.07,2.9
3442,0.9,65.2,60.0,3387,6.0,5.96,3.9
12175,0.92,62.3,57.0,5183,6.19,6.27,3.88
22537,1.1,60.1,58.0,10577,6.76,6.69,4.04
42774,0.5,63.3,64.0,1348,4.98,5.0,3.16
17219,1.07,60.6,61.0,6885,6.62,6.56,3.99
12294,0.9,61.8,57.0,5218,6.16,6.23,3.83
52100,0.55,60.2,56.0,2459,5.33,5.38,3.22
8732,0.9,62.7,60.0,4460,6.13,6.06,3.82
52637,0.24,62.8,58.0,552,3.95,3.98,2.49
14968,1.5,63.2,57.0,6028,7.29,7.24,4.59
53153,0.71,62.1,62.0,2623,5.71,5.65,3.53
9728,0.9,60.0,58.0,4655,6.21,6.26,3.74
20566,1.51,62.9,57.0,8879,7.27,7.23,4.56
50121,0.54,60.3,55.0,2210,5.29,5.33,3.2
7924,1.04,63.1,58.0,4316,6.43,6.37,4.04
21605,1.52,60.7,57.0,9704,7.41,7.38,4.49
28260,0.24,61.5,57.0,357,3.99,4.07,2.48
28065,0.31,61.6,57.0,660,4.32,4.35,2.67
21307,1.01,63.0,57.0,9463,6.36,6.4,4.02
49866,0.72,60.1,60.5,2174,5.76,5.85,3.48
9726,1.14,63.0,57.0,4654,6.7,6.65,4.2
38473,0.38,62.1,56.0,1031,4.64,4.67,2.89
46233,0.5,62.6,56.0,1752,5.05,5.08,3.17
9238,1.01,62.8,58.0,4559,6.36,6.38,4.0
24714,0.31,61.9,54.0,640,4.36,4.4,2.71
53692,1.0,64.2,59.0,2717,6.26,6.3,4.03
20528,1.3,62.2,58.0,8854,6.92,6.98,4.32
30093,0.32,62.9,54.0,720,4.41,4.37,2.76
6121,1.02,61.9,55.0,3983,6.43,6.46,3.99
5045,0.4,61.8,55.0,573,4.74,4.78,2.94
39112,0.41,60.8,59.0,1061,4.8,4.78,2.91
3760,0.94,62.4,58.0,3456,6.23,6.17,3.87
41269,0.31,61.7,54.6,502,4.38,4.39,2.71
28121,0.3,60.0,56.0,663,4.39,4.41,2.64
24518,2.04,65.4,55.0,12799,7.87,7.93,5.17
53805,0.72,62.8,55.0,2732,5.74,5.69,3.59
49005,0.53,60.4,56.0,2051,5.29,5.24,3.18
20381,0.31,62.0,56.0,625,4.35,4.39,2.71
